species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,iucn_category,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,ocean,basin,food_i,food_mode,temp_min,temp_max,climate,body_shape_i,temp_cons,sp_richness,circadian,dev_place,longevity_wild,temp_preferred,fecundity_mean,oxygen_cons,temp_range
Austroglossus pectoralis,Soleidae,172500,habitat_benthic,demersal,60,NA,9694.211567,0.267643426,4.0427116,Actinopteri,NA,0.00123027,0.00123027,0.545169455,6.45e-6,0.025016,NA,0.006612068,53.00643939,NA,0.006612068,53.00643939,-3,2,2,2: low/mid,2,528,Austroglossus,Pleuronectiformes,"Atlantic, Indian Ocean",Both,"nekton, zoobenthos",generalist,NA,NA,"Subtropical, tropical, Tropical",short and / or deep,NA,180,NA,2002-03-26T00:00:00Z,16.079999923706055,21,2885045.223853211,142.60999999999999,9.333333333333334
Auxis thazard,Scombridae,24452500,pelagic oceanic,pelagic neritic,65,NA,1188784.853,0.704484871,4.37,Actinopteri,NA,8.5,8.5,138546.9177,0.021204,28773,NA,3.260000898,23.71398908,10,3.260000898,10,0,1,4,1: mid/low,1,94,Auxis,Scombriformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,54,NA,planktonic,5,27,2885045.223853211,524.3454545454546,13.476923062251169
Balistes capriscus,Balistidae,5260000,habitat_reef,reef-associated,60,grey triggerfish,459.8551277,0.824568385,4.06,Actinopteri,VU,0.0013065,0.0013065,69.37218463,0.0013065,0.054107361,0.0013065,0.071384819,34.49780138,NA,0.0013065,34.49780138,-3,2,2,2: low/mid,2,7327,Balistes,Tetraodontiformes,"Atlantic, Mediterranean and Black Sea, Pacific",Both,zoobenthos,specialist,NA,NA,"boreal, subtropical, Subtropical, temperate, Temperate, tropical, Tropical",short and / or deep,17.766666666666666,43,NA,planktonic,NA,24,2885045.223853211,94.83333333333333,NA
Belone belone,Belonidae,2555000,pelagic oceanic,pelagic oceanic,104,NA,26192.69803,0.478994871,4.16,Actinopteri,LC,0.04451615,0.04451615,220.625,0.014020895,0.764606108,NA,0.083870263,28.82918244,NA,0.083870263,28.82918244,-2,1,4,1: mid/low,1,47,Belone,Beloniformes,"Atlantic, Mediterranean and Black Sea",East,nekton,specialist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate",elongated,NA,47,NA,planktonic,NA,16,2885045.223853211,NA,4
Beryx decadactylus,Berycidae,19952500,habitat_deep,bathydemersal,100,NA,10665.2007,0.158706812,4.136103002,Actinopteri,LC,5.55,5.55,91382,0.019379506,23.92044613,NA,2.895392957,36.48172493,NA,2.895392957,36.48172493,0,2,6,5: mid/mid,5,1319,Beryx,Beryciformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,10,NA,planktonic,23,24,2885045.223853211,NA,NA
Beryx splendens,Berycidae,17805000,habitat_deep,benthopelagic,70,NA,11085.67752,0.241932168,4.27,Actinopteri,LC,4.17,4.17,91382,0.027348309,23.22898081,NA,2.839654502,35.84925657,NA,2.839654502,35.84925657,0,2,6,5: mid/mid,5,1320,Beryx,Beryciformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,10,nocturnal,planktonic,23,27,2885045.223853211,NA,NA
Bolbometopon muricatum,Scaridae,10460000,habitat_reef,reef-associated,130,NA,921.481753,0.236827261,2.772588524,Actinopteri,VU,0.029410133,0.029410133,42.10249306,0.0034,0.764606108,NA,0.082195925,37.50414119,31,0.082195925,31,-2,2,2,2: low/mid,2,5537,Bolbometopon,Eupercaria/misc,"Indian Ocean, Pacific",Both,"plants, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,100,nocturnal,2002-03-26T00:00:00Z,14.4,28,2885045.223853211,NA,4
Boops boops,Sparidae,2757500,pelagic oceanic,demersal,40,NA,289938.8997,0.47071232,2.79,Actinopteri,LC,0.3026,0.3026,69.37218463,0.218337659,0.524649642,NA,0.059946569,35.70276038,16.8,0.059946569,16.8,-2,1,4,1: mid/low,1,203,Boops,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,"plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,158,nocturnal,planktonic,20.41176470588235,21,2885045.223853211,198.55641025641026,8
Boreogadus saida,Gadidae,4780000,migratory,demersal,40,artic cod,272362.6872,0.37076155,3.12,Actinopteri,NA,0.222006046,0.222006046,4.17,0.218337659,0.419377278,0.218337659,0.059487906,41.14519734,NA,0.218337659,41.14519734,-1,2,2,2: low/mid,2,319,Boreogadus,Gadiformes,"Arctic Ocean, Atlantic, Pacific",Both,"detritus, nekton, zoobenthos, zooplankton",generalist,-2,8,"boreal, polar, Subtropical, temperate",elongated,0.21250000000000002,22,NA,planktonic,7,-1,2885045.223853211,53.8,10
Bothus pantherinus,Bothidae,9750000,habitat_benthic,reef-associated,39,NA,223.1836131,0.785631156,3.547737166,Actinopteri,LC,0.060991803,0.060991803,9.398965353,0.0013065,0.419377278,NA,0.041860446,47.33313183,NA,0.041860446,47.33313183,-2,2,2,2: low/mid,2,1321,Bothus,Pleuronectiformes,"Atlantic, Indian Ocean, Pacific",Both,zoobenthos,specialist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,165,NA,planktonic,8.75,27,2885045.223853211,53.19,NA
Brachydeuterus auritus,Haemulidae,650000,habitat_coastal,benthopelagic,30,NA,70828.46313,0.674190072,3.108797573,Actinopteri,NT,0.020686774,0.020686774,9.682782451,8.13e-6,0.311178405,NA,0.011016187,37.21221915,NA,0.011016187,37.21221915,-2,2,2,2: low/mid,2,400,Brachydeuterus,Eupercaria/misc,Atlantic,East,"detritus, nekton, plants, zooplankton",generalist,NA,NA,"subtropical, Subtropical, tropical, Tropical",fusiform / normal,NA,134,nocturnal,2002-03-26T00:00:00Z,10.4,25,2885045.223853211,155.13333333333333,5
Brama brama,Bramidae,140227500,migratory,pelagic neritic,100,NA,70090.69367,0.25373223,4.089407301,Actinopteri,LC,24.63249455,24.63249455,537466.5429,0.524649642,91382,NA,394.0351897,46.54465969,NA,394.0351897,46.54465969,2,2,3,6: high/mid,6,391,Brama,Scombriformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,12,24,"boreal, polar, subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,20,NA,planktonic,9,23,2885045.223853211,NA,12
Bregmaceros mcclellandi,Bregmacerotidae,62220000,pelagic oceanic,pelagic oceanic,9.600000381,NA,24255.36307,0.389520618,3.36095436,Actinopteri,NA,0.3026,0.3026,91382,2.14e-4,23.22898081,NA,0.745981378,36.11200266,NA,0.745981378,36.11200266,-1,2,2,2: low/mid,2,8421,Bregmaceros,Gadiformes,"Atlantic, Indian Ocean, Pacific",Both,"zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, tropical, Tropical",elongated,NA,14,NA,planktonic,NA,28,2885045.223853211,NA,NA
Brevoortia aurea,Clupeidae,317500,habitat_coastal,pelagic neritic,34.40000153,NA,7670.443707,0.938769682,2.847301646,Actinopteri,LC,8.13e-6,8.13e-6,4.033909035,6.45e-6,0.049784973,NA,0.005149261,37.07042123,NA,0.005149261,37.07042123,-3,2,2,2: low/mid,2,1587,Brevoortia,Clupeiformes,Atlantic,West,"plants, zooplankton",generalist,NA,NA,"Subtropical, temperate, tropical",fusiform / normal,NA,190,NA,planktonic,8.566666669315762,18,2885045.223853211,376.2857142857143,13.575
Brevoortia patronus,Clupeidae,485000,habitat_coastal,pelagic neritic,35,NA,977143.8443,0.843108206,2.324309791,Actinopteri,LC,0.025016,0.025016,69.37218463,0.0013065,0.222006046,NA,0.031898526,44.82612408,NA,0.031898526,44.82612408,-2,2,2,2: low/mid,2,1589,Brevoortia,Clupeiformes,Atlantic,West,"detritus, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, tropical",fusiform / normal,NA,190,NA,planktonic,8.566666669315762,24,2885045.223853211,376.2857142857143,13.575
Brevoortia tyrannus,Clupeidae,335000,migratory,pelagic neritic,50,NA,762986.4651,0.72430685400000006,3.23,Actinopteri,LC,0.003297,0.003297,69.37218463,6.45e-6,0.26653693,NA,0.010780456,41.24702549,NA,0.010780456,41.24702549,-2,2,2,2: low/mid,2,1592,Brevoortia,Clupeiformes,Atlantic,West,"detritus, plants, zoobenthos, zooplankton",generalist,NA,26,"subtropical, Subtropical, temperate, Temperate",fusiform / normal,17.571428571428573,190,NA,planktonic,8.566666669315762,15,2885045.223853211,376.2857142857143,13.575
Brosme brosme,Lotidae,2245000,habitat_benthic,demersal,120,NA,449997.8369,0.105232173,3.9,Actinopteri,NA,0.029410133,0.029410133,7.78,0.0034,0.218337659,NA,0.049742023,59.60763704,NA,0.049742023,59.60763704,-2,2,2,2: low/mid,2,51,Brosme,Gadiformes,Atlantic,Both,"nekton, zoobenthos",generalist,NA,NA,"boreal, polar, Subtropical, temperate, Temperate",elongated,NA,5,NA,planktonic,20,10,2885045.223853211,73.9,14
Brotula barbata,Ophidiidae,3760000,habitat_benthic,reef-associated,94,NA,22829.30435,0.276427346,3.67,Actinopteri,LC,0.040637322,0.040637322,8.5,0.0034,0.390708752,NA,0.05900089,56.0101106,NA,0.05900089,56.0101106,-2,2,2,2: low/mid,2,486,Brotula,Ophidiiformes,Atlantic,Both,,specialist,NA,NA,"subtropical, Subtropical, tropical",elongated,NA,259,NA,planktonic,30,26,2885045.223853211,6.72,5.00000047683716
Callorhinchus callorynchus,Callorhinchidae,1385000,habitat_benthic,demersal,89.19999695,NA,61930.47979,0.166717262,3.35,Holocephali,LC,0.029410133,0.029410133,8.5,0.0034,0.25,NA,0.056961556000000003,57.62422483,NA,0.056961556000000003,57.62422483,-2,2,2,2: low/mid,2,8399,Callorhinchus,Chimaeriformes,"Atlantic, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"Subtropical, temperate, tropical",elongated,NA,3,NA,2002-03-26T00:00:00Z,NA,18.5,2885045.223853211,NA,5
Callorhinchus milii,Callorhinchidae,1070000,habitat_benthic,demersal,125,NA,69198.59537,0.114485214,3.641128568,Holocephali,LC,0.017712,0.017712,4.17,0.003297,0.04451615,NA,0.057368242,59.35720145,NA,0.057368242,59.35720145,-2,2,2,2: low/mid,2,4722,Callorhinchus,Chimaeriformes,"Indian Ocean, Pacific",Both,"zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Tropical",elongated,NA,3,NA,2002-03-26T00:00:00Z,NA,16,2885045.223853211,NA,5
Caprodon longimanus,Serranidae,1067500,habitat_reef,reef-associated,55,NA,18.2779701,0.392822614,3.939981057,Actinopteri,LC,0.060991803,0.060991803,3.75,0.020686774,0.32,NA,0.058432234,29.12652478,NA,0.058432234,29.12652478,-2,1,4,1: mid/low,1,15086,Caprodon,Perciformes/Serranoidei,"Indian Ocean, Pacific",Both,"nekton, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Tropical",fusiform / normal,NA,566,NA,2002-03-26T00:00:00Z,26.655172413793103,25.75,2885045.223853211,201.08333333333334,5.130434782608695
Capros aper,Caproidae,2592500,habitat_reef,demersal,30,NA,770203.4273,0.435056667,3.14,Actinopteri,LC,0.04451615,0.04451615,4.17,8.13e-6,0.32,NA,0.008428239,36.87311052,NA,0.008428239,36.87311052,-3,2,2,2: low/mid,2,54,Capros,Acanthuriformes,"Atlantic, Mediterranean and Black Sea",East,"zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate",short and / or deep,NA,1,NA,planktonic,NA,21,2885045.223853211,NA,NA
Carangoides bajad,Carangidae,5572500,habitat_reef,reef-associated,55,NA,7411.747198,0.975847099,3.986676758,Actinopteri,LC,0.021204,0.021204,69.37218463,0.0013065,0.419377278,NA,0.078114943,34.93098508,NA,0.078114943,34.93098508,-2,2,2,2: low/mid,2,1923,Carangoides,Carangiformes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,147,NA,planktonic,20.363636363636363,28,2885045.223853211,6715.0254549090905,5.222222222222222
Carangoides fulvoguttatus,Carangidae,13272500,habitat_reef,reef-associated,120,NA,221.7473477,1.009870027,4.43,Actinopteri,LC,0.190553387,0.190553387,93840.98602,0.002107629,23.22898081,NA,1.883524872,35.28789753,NA,1.883524872,35.28789753,0,2,6,5: mid/mid,5,1926,Carangoides,Carangiformes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,147,NA,planktonic,20.363636363636363,28,2885045.223853211,6715.0254549090905,5.222222222222222
Carangoides malabaricus,Carangidae,11795000,habitat_reef,reef-associated,60,NA,457.2905183,1.1685438,3.921302776,Actinopteri,LC,0.027348309,0.027348309,42.10249306,0.0013065,0.419377278,NA,0.137974514,38.80246646,NA,0.137974514,38.80246646,-1,2,2,2: low/mid,2,4443,Carangoides,Carangiformes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,147,NA,planktonic,20.363636363636363,27,2885045.223853211,6715.0254549090905,5.222222222222222
Caranx crysos,Carangidae,3710000,habitat_coastal,reef-associated,70,blue runner,18701.45839,0.710864347,4.13,Actinopteri,LC,0.021204,0.021204,220.625,0.019141686,0.3026,0.021204,0.088858271,29.46557768,NA,0.021204,29.46557768,-2,1,4,1: mid/low,1,1933,Caranx,Carangiformes,"Atlantic, Mediterranean and Black Sea",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,147,NA,planktonic,11,24,2885045.223853211,333.1666666666667,4.333333333333333
Caranx hippos,Carangidae,5142500,habitat_reef,reef-associated,124,NA,22718.78796,0.871413741,3.56,Actinopteri,LC,0.04451615,0.04451615,220.625,0.007726488,1.402653256,NA,0.098531318,38.60888143,NA,0.098531318,38.60888143,-2,2,2,2: low/mid,2,71,Caranx,Carangiformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,14.7,147,NA,planktonic,11,27,2885045.223853211,225,4.333333333333333
Caranx ignobilis,Carangidae,13842500,habitat_reef,reef-associated,170,giant trevally,47191.5377,0.422004473,4.22,Actinopteri,LC,23.22898081,23.22898081,91382,0.027348309,24.63249455,24.63249455,6.545800462,34.45279653,NA,24.63249455,34.45279653,1,2,6,5: mid/mid,5,1895,Caranx,Carangiformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,26,29,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,147,nocturnal,planktonic,11,27,2885045.223853211,333.1666666666667,3
Caranx melampygus,Carangidae,13410000,habitat_reef,reef-associated,117,NA,47.64517442,0.562323474,4.49,Actinopteri,LC,0.190553387,0.190553387,93840.98602,0.002075459,23.22898081,NA,1.873543143,33.47007267,57.6,1.873543143,57.6,0,2,6,5: mid/mid,5,1906,Caranx,Carangiformes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,147,NA,planktonic,11,28,2885045.223853211,333.1666666666667,4.333333333333333
Caranx rhonchus,Carangidae,1315000,habitat_coastal,benthopelagic,60,NA,10792.92494,0.643120381,3.641128568,Actinopteri,LC,0.04451615,0.04451615,69.37218463,0.020686774,0.390708752,NA,0.075320826,29.30189107,NA,0.075320826,29.30189107,-2,1,4,1: mid/low,1,1899,Caranx,Carangiformes,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos, zooplankton",generalist,15,22,"subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,147,NA,planktonic,11,24,2885045.223853211,333.1666666666667,7
Caranx ruber,Carangidae,2530000,habitat_reef,reef-associated,73,NA,95.90817563,0.824246729,4.28,Actinopteri,LC,0.021204,0.021204,220.625,0.0013065,0.190553387,NA,0.073492065,33.87296213,NA,0.073492065,33.87296213,-2,2,2,2: low/mid,2,1918,Caranx,Carangiformes,Atlantic,Both,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,147,NA,planktonic,11,23,2885045.223853211,333.1666666666667,4.333333333333333
Caranx sexfasciatus,Carangidae,11302500,habitat_reef,reef-associated,120,NA,273.4482874,0.730946249,4.5,Actinopteri,LC,0.029410133,0.029410133,359.0771463,0.0013065,8.5,NA,0.178084405,36.13384517,NA,0.178084405,36.13384517,-1,2,2,2: low/mid,2,1917,Caranx,Carangiformes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,26,29,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,26.9,147,nocturnal,planktonic,11,26,2885045.223853211,192,3
Centriscops humerosus,Centriscidae,2030000,habitat_benthic,bathydemersal,30,NA,171.3204948,0.865629066,3.613111148,Actinopteri,LC,0.0013065,0.0013065,0.419377278,8.13e-6,0.218337659,NA,0.008045404,47.22374124,NA,0.008045404,47.22374124,-3,2,2,2: low/mid,2,14242,Centriscops,Syngnathiformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,12,NA,2002-03-26T00:00:00Z,NA,17,2885045.223853211,NA,NA
Centroberyx affinis,Berycidae,777500,habitat_coastal,benthopelagic,51,NA,27515.24399,0.322306719,3.837250514,Actinopteri,NA,0.048,0.048,8.5,0.025016,0.419377278,NA,0.066746387,41.48521628,NA,0.066746387,41.48521628,-2,2,2,2: low/mid,2,14129,Centroberyx,Beryciformes,Pacific,West,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,10,nocturnal,planktonic,23,17,2885045.223853211,NA,NA
Centropomus undecimalis,Centropomidae,2412500,habitat_coastal,reef-associated,140,common snook,17095.64486,0.641889095,4.17,Actinopteri,LC,4.17,4.17,220.625,0.021204,69.37218463,220.625,0.225042678,30.83860861,NA,220.625,30.83860861,2,2,3,6: high/mid,6,345,Centropomus,Carangaria/misc,Atlantic,West,"nekton, zoobenthos",generalist,25,31,"subtropical, Subtropical, Temperate, tropical, Tropical",fusiform / normal,NA,12,NA,2002-03-26T00:00:00Z,7,27,2885045.223853211,NA,6
Centropristis striata,Serranidae,632500,habitat_reef,reef-associated,66,black seabass,24088.86012,0.390595485,3.89,Actinopteri,LC,0.3026,0.3026,7.78,0.025016,3.75,3.75,0.076984026,32.13870411,NA,3.75,32.13870411,0,2,6,5: mid/mid,5,361,Centropristis,Perciformes/Serranoidei,Atlantic,West,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical",fusiform / normal,24,566,NA,2002-03-26T00:00:00Z,20,19,2885045.223853211,245,5.130434782608695
Cephalopholis argus,Serranidae,10685000,habitat_reef,reef-associated,60,peacock hind,173.6145665,0.453164741,4.48,Actinopteri,LC,0.027348309,0.027348309,220.625,0.00123027,0.32,0.0015,0.114838036,28.21012433,27.5,0.0015,27.5,-3,1,4,1: mid/low,1,6396,Cephalopholis,Perciformes/Serranoidei,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,24,28,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,566,nocturnal,2002-03-26T00:00:00Z,15.25,27,2885045.223853211,201.08333333333334,4
Cephalopholis boenak,Serranidae,10042500,habitat_reef,reef-associated,30,brown-banded seabass,467414.1572,0.477019133,4.07,Actinopteri,LC,8.13e-6,8.13e-6,25.84512199,8.13e-6,0.021891852,8.13e-6,0.008795077,33.28281846,31,8.13e-6,31,-6,2,7,2: low/mid,2,6444,Cephalopholis,Perciformes/Serranoidei,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,566,NA,2002-03-26T00:00:00Z,11,27,2885045.223853211,201.08333333333334,4
Cephalopholis fulva,Serranidae,2405000,habitat_reef,reef-associated,44,NA,168.6480031,0.434585638,4.05,Actinopteri,LC,0.145837,0.145837,4.477796392,0.0013065,0.32,NA,0.059285204,29.5301771,NA,0.059285204,29.5301771,-2,1,4,1: mid/low,1,8816,Cephalopholis,Perciformes/Serranoidei,Atlantic,Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, tropical, Tropical",fusiform / normal,NA,566,diurnal,2002-03-26T00:00:00Z,11,27,2885045.223853211,201.08333333333334,4
Cephalopholis hemistiktos,Serranidae,852500,territorial,reef-associated,35,yellowfin hind,1047.361541,0.369072173,4.14,Actinopteri,LC,0.020686774,0.020686774,4.951370958,2.14e-4,0.222006046,1.1e-5,0.023053853,31.80245798,NA,1.1e-5,31.80245798,-5,2,7,2: low/mid,2,6447,Cephalopholis,Perciformes/Serranoidei,Indian Ocean,West,"nekton, zoobenthos",generalist,NA,NA,"subtropical, tropical, Tropical",fusiform / normal,NA,566,diurnal,2002-03-26T00:00:00Z,26,26,2885045.223853211,201.08333333333334,4
Cephalopholis miniata,Serranidae,11952500,territorial,reef-associated,50,coral hind,990.2623918,0.453164741,4.29,Actinopteri,LC,0.00123027,0.00123027,42.10249306,2.14e-4,0.048,2.14e-4,0.089479718,23.68710686,NA,2.14e-4,23.68710686,-4,1,4,1: mid/low,1,6450,Cephalopholis,Perciformes/Serranoidei,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,566,NA,2002-03-26T00:00:00Z,15.25,28,2885045.223853211,201.08333333333334,4
Cepola macrophthalma,Cepolidae,2435000,sedentary,demersal,80,NA,468.7347157,0.662762944,3.202189083,Actinopteri,LC,0.222006046,0.222006046,77.88114116,0.02094379,0.77,NA,0.07171946,30.03202916,NA,0.07171946,30.03202916,-2,2,2,2: low/mid,2,56,Cepola,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,"zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",elongated,NA,45,NA,planktonic,NA,21,2885045.223853211,NA,NA
