species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,temp_min,body_shape_i,sp_richness,iucn_category,fishbase_name,dev_place,temp_max,longevity_wild,temp_preferred,fecundity_mean,fecundity_max,oxygen_cons,temp_range
Brevoortia tyrannus,Clupeidae,335000,migratory,pelagic-neritic,50,NA,762986.4651,0.72430685400000006,3.23,Actinopteri,0.003297,0.003297,69.37218463,6.45e-6,0.26653693,NA,0.010780456,41.24702549,NA,0.010780456,41.24702549,-2,2,2,2: low/mid,2,1592,Brevoortia,Clupeiformes,NA,fusiform / normal,15,LC,Atlantic menhaden,planktonic,26,15.25,15,334500,631000,376.2857142857143,17
Brosme brosme,Lotidae,2245000,habitat_benthic,demersal,120,NA,449997.8369,0.105232173,3.9,Actinopteri,0.029410133,0.029410133,7.78,0.0034,0.218337659,NA,0.049742023,59.60763704,NA,0.049742023,59.60763704,-2,2,2,2: low/mid,2,51,Brosme,Gadiformes,NA,elongated,5,LC,Cusk,planktonic,NA,20,10,2500000,3000000,73.9,14
Brotula barbata,Ophidiidae,3760000,habitat_benthic,reef-associated,94,NA,22829.30435,0.276427346,3.67,Actinopteri,0.040637322,0.040637322,8.5,0.0034,0.390708752,NA,0.05900089,56.0101106,NA,0.05900089,56.0101106,-2,2,2,2: low/mid,2,486,Brotula,Ophidiiformes,NA,elongated,269,LC,Bearded brotula,planktonic,NA,30,26,1200000,NA,6.72,5.00000047683716
Callorhinchus callorynchus,Callorhinchidae,1385000,habitat_benthic,demersal,89.19999695,NA,61930.47979,0.166717262,3.35,Holocephali,0.029410133,0.029410133,8.5,0.0034,0.25,NA,0.056961556000000003,57.62422483,NA,0.056961556000000003,57.62422483,-2,2,2,2: low/mid,2,8399,Callorhinchus,Chimaeriformes,NA,elongated,3,LC,Plownose chimaera,in close association with substrate,10,NA,18.5,NA,NA,NA,5
Callorhinchus milii,Callorhinchidae,1070000,habitat_benthic,demersal,125,NA,69198.59537,0.114485214,3.641128568,Holocephali,0.017712,0.017712,4.17,0.003297,0.04451615,NA,0.057368242,59.35720145,NA,0.057368242,59.35720145,-2,2,2,2: low/mid,2,4722,Callorhinchus,Chimaeriformes,NA,elongated,3,LC,Ghost shark,in close association with substrate,10,NA,16,NA,NA,NA,5
Caprodon longimanus,Serranidae,1067500,habitat_reef,reef-associated,55,NA,18.2779701,0.392822614,3.939981057,Actinopteri,0.060991803,0.060991803,3.75,0.020686774,0.32,NA,0.058432234,29.12652478,NA,0.058432234,29.12652478,-2,1,4,1: mid/low,1,15086,Caprodon,Perciformes/Serranoidei,NA,fusiform / normal,101,LC,Pink maomao,in close association with substrate,NA,22.833333333333332,23.5,1913,1944500,231.83333333333334,5
Capros aper,Caproidae,2592500,habitat_reef,demersal,30,NA,770203.4273,0.435056667,3.14,Actinopteri,0.04451615,0.04451615,4.17,8.13e-6,0.32,NA,0.008428239,36.87311052,NA,0.008428239,36.87311052,-3,2,2,2: low/mid,2,54,Capros,Acanthuriformes,NA,short and / or deep,1,LC,Boarfish,planktonic,NA,NA,21,NA,NA,NA,NA
Carangoides bajad,Carangidae,5572500,habitat_reef,reef-associated,55,NA,7411.747198,0.975847099,3.986676758,Actinopteri,0.021204,0.021204,69.37218463,0.0013065,0.419377278,NA,0.078114943,34.93098508,NA,0.078114943,34.93098508,-2,2,2,2: low/mid,2,1923,Carangoides,Carangiformes,NA,fusiform / normal,148,LC,Orangespotted trevally,planktonic,NA,16.11764705882353,28,594845.8571428572,2622986.909090909,6715.0254549090905,5.222222222222222
Carangoides fulvoguttatus,Carangidae,13272500,habitat_reef,reef-associated,120,NA,221.7473477,1.009870027,4.43,Actinopteri,0.190553387,0.190553387,93840.98602,0.002107629,23.22898081,NA,1.883524872,35.28789753,NA,1.883524872,35.28789753,0,2,6,5: mid/mid,5,1926,Carangoides,Carangiformes,NA,fusiform / normal,148,LC,Yellowspotted trevally,planktonic,NA,16.11764705882353,28,594845.8571428572,2622986.909090909,6715.0254549090905,5.222222222222222
Carangoides malabaricus,Carangidae,11795000,habitat_reef,reef-associated,60,NA,457.2905183,1.1685438,3.921302776,Actinopteri,0.027348309,0.027348309,42.10249306,0.0013065,0.419377278,NA,0.137974514,38.80246646,NA,0.137974514,38.80246646,-1,2,2,2: low/mid,2,4443,Carangoides,Carangiformes,NA,short and / or deep,148,LC,Malabar trevally,planktonic,NA,16.11764705882353,27,594845.8571428572,2622986.909090909,6715.0254549090905,5.222222222222222
Caranx crysos,Carangidae,3710000,habitat_coastal,reef-associated,70,blue runner,18701.45839,0.710864347,4.13,Actinopteri,0.021204,0.021204,220.625,0.019141686,0.3026,0.021204,0.088858271,29.46557768,NA,0.021204,29.46557768,-2,1,4,1: mid/low,1,1933,Caranx,Carangiformes,NA,fusiform / normal,148,LC,Blue runner,planktonic,26.666666666666668,11,24,793500,1546000,333.1666666666667,4.333333333333333
Caranx hippos,Carangidae,5142500,habitat_reef,reef-associated,124,NA,22718.78796,0.871413741,3.56,Actinopteri,0.04451615,0.04451615,220.625,0.007726488,1.402653256,NA,0.098531318,38.60888143,NA,0.098531318,38.60888143,-2,2,2,2: low/mid,2,71,Caranx,Carangiformes,NA,fusiform / normal,148,LC,Crevalle jack,planktonic,26.666666666666668,11.333333333333334,27,594845.8571428572,2692666.6666666665,225,4.333333333333333
Caranx ignobilis,Carangidae,13842500,habitat_reef,reef-associated,170,giant trevally,47191.5377,0.422004473,4.22,Actinopteri,23.22898081,23.22898081,91382,0.027348309,24.63249455,24.63249455,6.545800462,34.45279653,NA,24.63249455,34.45279653,1,2,6,5: mid/mid,5,1895,Caranx,Carangiformes,26,fusiform / normal,148,LC,Giant trevally,planktonic,29,11.333333333333334,27,594845.8571428572,2692666.6666666665,333.1666666666667,3
Caranx melampygus,Carangidae,13410000,habitat_reef,reef-associated,117,NA,47.64517442,0.562323474,4.49,Actinopteri,0.190553387,0.190553387,93840.98602,0.002075459,23.22898081,NA,1.873543143,33.47007267,57.6,1.873543143,57.6,0,2,6,5: mid/mid,5,1906,Caranx,Carangiformes,NA,fusiform / normal,148,LC,Bluefin trevally,planktonic,26.666666666666668,11.333333333333334,28,2159850,4270000,333.1666666666667,4.333333333333333
Caranx rhonchus,Carangidae,1315000,habitat_coastal,benthopelagic,60,NA,10792.92494,0.643120381,3.641128568,Actinopteri,0.04451615,0.04451615,69.37218463,0.020686774,0.390708752,NA,0.075320826,29.30189107,NA,0.075320826,29.30189107,-2,1,4,1: mid/low,1,1899,Caranx,Carangiformes,15,fusiform / normal,148,LC,False scad,planktonic,22,11.333333333333334,24,735000,990000,333.1666666666667,7
Caranx ruber,Carangidae,2530000,habitat_reef,reef-associated,73,NA,95.90817563,0.824246729,4.28,Actinopteri,0.021204,0.021204,220.625,0.0013065,0.190553387,NA,0.073492065,33.87296213,NA,0.073492065,33.87296213,-2,2,2,2: low/mid,2,1918,Caranx,Carangiformes,NA,fusiform / normal,148,LC,Bar jack,planktonic,26.666666666666668,11.333333333333334,23,900000,1000000,333.1666666666667,4.333333333333333
Caranx sexfasciatus,Carangidae,11302500,habitat_reef,reef-associated,120,NA,273.4482874,0.730946249,4.5,Actinopteri,0.029410133,0.029410133,359.0771463,0.0013065,8.5,NA,0.178084405,36.13384517,NA,0.178084405,36.13384517,-1,2,2,2: low/mid,2,1917,Caranx,Carangiformes,26,fusiform / normal,148,LC,Bigeye trevally,planktonic,29,11.333333333333334,26,594845.8571428572,2692666.6666666665,192,3
Centriscops humerosus,Centriscidae,2030000,habitat_benthic,bathydemersal,30,NA,171.3204948,0.865629066,3.613111148,Actinopteri,0.0013065,0.0013065,0.419377278,8.13e-6,0.218337659,NA,0.008045404,47.22374124,NA,0.008045404,47.22374124,-3,2,2,2: low/mid,2,14242,Centriscops,Syngnathiformes,NA,short and / or deep,12,LC,Banded yellowfish,in close association with substrate,NA,NA,17,NA,NA,NA,NA
Centroberyx affinis,Berycidae,777500,habitat_coastal,benthopelagic,51,NA,27515.24399,0.322306719,3.837250514,Actinopteri,0.048,0.048,8.5,0.025016,0.419377278,NA,0.066746387,41.48521628,NA,0.066746387,41.48521628,-2,2,2,2: low/mid,2,14129,Centroberyx,Beryciformes,NA,fusiform / normal,10,NA,Redfish,planktonic,NA,71,17,NA,675000,NA,NA
Centropomus undecimalis,Centropomidae,2412500,habitat_coastal,reef-associated,140,common snook,17095.64486,0.641889095,4.17,Actinopteri,4.17,4.17,220.625,0.021204,69.37218463,220.625,0.225042678,30.83860861,NA,220.625,30.83860861,2,2,3,6: high/mid,6,345,Centropomus,Carangaria/misc,25,fusiform / normal,13,LC,Common snook,in close association with substrate,31,7,27,3500000,4000000,996.7428571428571,6
Centropristis striata,Serranidae,632500,habitat_reef,reef-associated,66,black seabass,24088.86012,0.390595485,3.89,Actinopteri,0.3026,0.3026,7.78,0.025016,3.75,3.75,0.076984026,32.13870411,NA,3.75,32.13870411,0,2,6,5: mid/mid,5,361,Centropristis,Perciformes/Serranoidei,NA,fusiform / normal,101,LC,Black seabass,in close association with substrate,NA,20,19,533500,1050000,245,5
Cephalopholis argus,Serranidae,10685000,habitat_reef,reef-associated,60,peacock hind,173.6145665,0.453164741,4.48,Actinopteri,0.027348309,0.027348309,220.625,0.00123027,0.32,0.0015,0.114838036,28.21012433,27.5,0.0015,27.5,-3,1,4,1: mid/low,1,6396,Cephalopholis,Perciformes/Serranoidei,24,fusiform / normal,101,LC,Peacock hind,in close association with substrate,28,15.25,27,1913,290367,231.83333333333334,4
Cephalopholis boenak,Serranidae,10042500,habitat_reef,reef-associated,30,brown-banded seabass,467414.1572,0.477019133,4.07,Actinopteri,8.13e-6,8.13e-6,25.84512199,8.13e-6,0.021891852,8.13e-6,0.008795077,33.28281846,31,8.13e-6,31,-6,2,7,2: low/mid,2,6444,Cephalopholis,Perciformes/Serranoidei,NA,fusiform / normal,101,LC,Chocolate hind,in close association with substrate,28,11,27,1913,290367,231.83333333333334,4
Cephalopholis fulva,Serranidae,2405000,habitat_reef,reef-associated,44,NA,168.6480031,0.434585638,4.05,Actinopteri,0.145837,0.145837,4.477796392,0.0013065,0.32,NA,0.059285204,29.5301771,NA,0.059285204,29.5301771,-2,1,4,1: mid/low,1,8816,Cephalopholis,Perciformes/Serranoidei,NA,fusiform / normal,101,LC,Coney,in close association with substrate,28,11,27,173500,280000,231.83333333333334,4
Cephalopholis hemistiktos,Serranidae,852500,territorial,reef-associated,35,yellowfin hind,1047.361541,0.369072173,4.14,Actinopteri,0.020686774,0.020686774,4.951370958,2.14e-4,0.222006046,1.1e-5,0.023053853,31.80245798,NA,1.1e-5,31.80245798,-5,2,7,2: low/mid,2,6447,Cephalopholis,Perciformes/Serranoidei,NA,fusiform / normal,101,LC,Yellowfin hind,in close association with substrate,28,26,26,1913,290367,231.83333333333334,4
Cephalopholis miniata,Serranidae,11952500,territorial,reef-associated,50,coral hind,990.2623918,0.453164741,4.29,Actinopteri,0.00123027,0.00123027,42.10249306,2.14e-4,0.048,2.14e-4,0.089479718,23.68710686,NA,2.14e-4,23.68710686,-4,1,4,1: mid/low,1,6450,Cephalopholis,Perciformes/Serranoidei,NA,fusiform / normal,101,LC,Coral hind,in close association with substrate,28,15.25,28,1913,290367,231.83333333333334,4
Cepola macrophthalma,Cepolidae,2435000,sedentary,demersal,80,NA,468.7347157,0.662762944,3.202189083,Actinopteri,0.222006046,0.222006046,77.88114116,0.02094379,0.77,NA,0.07171946,30.03202916,NA,0.07171946,30.03202916,-2,2,2,2: low/mid,2,56,Cepola,Eupercaria/misc,NA,elongated,46,LC,Red bandfish,planktonic,NA,NA,21,NA,NA,NA,NA
Cetengraulis edentulus,Engraulidae,1587500,habitat_coastal,pelagic-neritic,20.5,NA,7724.578696,0.508114702,2.249596669,Actinopteri,0.020686774,0.020686774,0.419377278,8.13e-6,0.222006046,NA,0.008809161,37.50913109,NA,0.008809161,37.50913109,-3,2,2,2: low/mid,2,547,Cetengraulis,Clupeiformes,NA,fusiform / normal,155,LC,Atlantic anchoveta,planktonic,NA,3.200000047683716,27,9608,11028,1897.86812375,16
Cetengraulis mysticetus,Engraulidae,595000,habitat_coastal,pelagic-neritic,22,NA,1118371.615,0.827513259,2.585805745,Actinopteri,0.020686774,0.020686774,9.682782451,8.13e-6,0.115398472,NA,0.009941061,45.79107146,NA,0.009941061,45.79107146,-3,2,2,2: low/mid,2,548,Cetengraulis,Clupeiformes,NA,fusiform / normal,155,LC,Pacific anchoveta,planktonic,NA,3.200000047683716,27,40780,71750,1897.86812375,16
Champsocephalus gunnari,Channichthyidae,492500,habitat_coastal,benthopelagic,66,NA,19590.15602,0.302585645,3.23,Actinopteri,0.029410133,0.029410133,8.5,0.025016,0.390708752,NA,0.072797214,48.51977912,NA,0.072797214,48.51977912,-2,2,2,2: low/mid,2,474,Champsocephalus,Perciformes/Notothenioidei,NA,elongated,25,NA,Mackerel icefish,planktonic,NA,NA,-1,8435.151098901099,13547.23076923077,40.897,NA
Channichthys rhinoceratus,Channichthyidae,250000,habitat_coastal,demersal,60,NA,856.1592368,0.239394719,3.314258659,Actinopteri,0.003297,0.003297,3.75,6.45e-6,0.029410133,NA,0.008022899,39.05415207,NA,0.008022899,39.05415207,-3,2,2,2: low/mid,2,477,Channichthys,Perciformes/Notothenioidei,NA,elongated,25,NA,Unicorn icefish,in close association with substrate,NA,NA,3,9172.5,13960,74.05000000000001,NA
Chanos chanos,Chanidae,11060000,habitat_reef,benthopelagic,180,NA,23425.16314,0.566145214,2.520431825,Actinopteri,0.75925,0.75925,220.625,0.022602017,24.63249455,NA,0.596297134,38.97090782,40.282,0.596297134,40.282,-1,2,2,2: low/mid,2,80,Chanos,Gonorynchiformes,15,elongated,1,LC,Milkfish,planktonic,42.5,15,26,1070833.3333333335,835000,728.7847457627119,27.5
Cheilinus undulatus,Labridae,7215000,habitat_reef,reef-associated,229,humphead wrasse,5398.268449,0.377461777,4.005355039,Actinopteri,0.027348309,0.027348309,69.37218463,0.022602017,2.43042486,0.022602017,0.25362935,39.90905178,34.3,0.022602017,34.3,-2,2,2,2: low/mid,2,5604,Cheilinus,Eupercaria/misc,NA,fusiform / normal,560,EN,Humphead wrasse,planktonic,27,32,15,129423,1770172,770.85001,4
Cheilodactylus variegatus,Cheilodactylidae,160000,habitat_coastal,benthopelagic,44,NA,8316.033841,0.331364212,3.65,Actinopteri,0.003297,0.003297,3.75,6.45e-6,0.190553387,NA,0.008441439,40.84457263,NA,0.008441439,40.84457263,-3,2,2,2: low/mid,2,461,Cheilodactylus,Centrarchiformes,NA,fusiform / normal,3,NA,Peruvian morwong,in close association with substrate,NA,NA,19,NA,NA,NA,NA
Cheimerius nufar,Sparidae,3720000,habitat_reef,reef-associated,75,NA,141.3624149,0.437994781,3.54,Actinopteri,0.218337659,0.218337659,8.5,0.029410133,0.419377278,NA,0.065828887,28.88851432,NA,0.065828887,28.88851432,-2,1,4,1: mid/low,1,444,Cheimerius,Eupercaria/misc,NA,fusiform / normal,162,DD,Santer seabream,in close association with substrate,NA,21,25,681346.8333333334,1304938.0789473683,243.1527895348837,8
Chelidonichthys capensis,Triglidae,515000,habitat_benthic,demersal,75,NA,8389.892709,0.277318922,4.1,Actinopteri,0.025016,0.025016,4.17,0.003297,0.145837,NA,0.050598209,53.19176116,NA,0.050598209,53.19176116,-2,2,2,2: low/mid,2,5504,Chelidonichthys,Perciformes/Scorpaenoidei,NA,fusiform / normal,129,LC,Cape gurnard,planktonic,24,16,21,3252,155023,NA,16
Chelidonichthys cuculus,Triglidae,3207500,habitat_benthic,demersal,70,NA,32190.66906,0.230982835,3.81,Actinopteri,0.048,0.048,8.5,0.004257833,0.77,NA,0.057271518,57.93136145,NA,0.057271518,57.93136145,-2,2,2,2: low/mid,2,44,Chelidonichthys,Perciformes/Scorpaenoidei,NA,fusiform / normal,129,LC,Red gurnard,planktonic,24,21,18.8,3252,155023,NA,16
Chelidonichthys kumu,Triglidae,4697500,habitat_benthic,demersal,60,NA,66428.5313,0.230796914,3.71584169,Actinopteri,0.060991803,0.060991803,8.5,0.0034,0.77,NA,0.053700233,57.77286793,NA,0.053700233,57.77286793,-2,2,2,2: low/mid,2,507,Chelidonichthys,Perciformes/Scorpaenoidei,NA,elongated,129,LC,Bluefin gurnard,planktonic,24,15,26,3252,155023,NA,16
Chelidonichthys lucerna,Triglidae,2402500,habitat_benthic,demersal,82.80000305,NA,31757.21311,0.345644436,3.98,Actinopteri,0.048,0.048,10.48565514,0.014020895,3.75,NA,0.059004089,54.00302255,NA,0.059004089,54.00302255,-2,2,2,2: low/mid,2,1366,Chelidonichthys,Perciformes/Scorpaenoidei,8,elongated,129,LC,Tub gurnard,planktonic,24,15,9,3252,155023,NA,16
Chimaera monstrosa,Chimaeridae,2207500,deep,bathydemersal,150,NA,294.9495138,0.115992732,3.52,Holocephali,0.025016,0.025016,69.37218463,0.0034,0.341291664,NA,0.11678769,52.89138362,NA,0.11678769,52.89138362,-1,2,2,2: low/mid,2,2503,Chimaera,Chimaeriformes,NA,elongated,44,NT,Rabbit fish,in close association with substrate,NA,NA,9,NA,2,NA,NA
Chirocentrus dorab,Chirocentridae,10000000,habitat_coastal,reef-associated,100,NA,53429.31708,0.401375297,4.38825979,Actinopteri,0.021204,0.021204,24.63249455,0.002358571,0.048,NA,0.073301303,35.21226082,NA,0.073301303,35.21226082,-2,2,2,2: low/mid,2,6358,Chirocentrus,Clupeiformes,NA,elongated,2,LC,Dorab wolf-herring,planktonic,NA,NA,27,NA,NA,NA,NA
Chirocentrus nudus,Chirocentridae,9657500,habitat_coastal,pelagic-neritic,100,NA,75935.1946,0.269567229,4.192137844,Actinopteri,0.022602017,0.022602017,39.83,0.004257833,0.083667054,NA,0.07215982,37.4266868,NA,0.07215982,37.4266868,-2,2,2,2: low/mid,2,1452,Chirocentrus,Clupeiformes,NA,elongated,2,LC,Whitefin wolf-herring,planktonic,NA,NA,27,NA,NA,NA,NA
Chloroscombrus chrysurus,Carangidae,4080000,habitat_coastal,pelagic-neritic,65,NA,60228.06537,0.817300368,3.54,Actinopteri,0.218337659,0.218337659,69.37218463,0.017712,0.419377278,NA,0.094991777,38.66406344,NA,0.094991777,38.66406344,-2,2,2,2: low/mid,2,385,Chloroscombrus,Carangiformes,NA,fusiform / normal,148,LC,Atlantic bumper,planktonic,NA,16.11764705882353,26,594845.8571428572,2622986.909090909,6715.0254549090905,5.222222222222222
Chloroscombrus orqueta,Carangidae,775000,habitat_coastal,benthopelagic,30,NA,6174.469341,0.883662012,2.54,Actinopteri,0.020686774,0.020686774,0.902079429,8.13e-6,0.220164213,NA,0.01053902,38.25038007,NA,0.01053902,38.25038007,-2,2,2,2: low/mid,2,1937,Chloroscombrus,Carangiformes,NA,fusiform / normal,148,LC,Pacific bumper,planktonic,NA,16.11764705882353,22,594845.8571428572,2622986.909090909,6715.0254549090905,5.222222222222222
Cilus gilberti,Sciaenidae,285000,habitat_benthic,demersal,92,NA,39818.27394,0.624615121,3.939981057,Actinopteri,0.00123027,0.00123027,7.78,6.45e-6,0.021204,NA,0.008395918,51.94828681,NA,0.008395918,51.94828681,-3,2,2,2: low/mid,2,26675,Cilus,Eupercaria/misc,NA,fusiform / normal,293,DD,Corvina drum,in close association with substrate,NA,15.303703705469767,22.17142857142857,682950.4166666666,1965624,520.7365628125,7.9
Clupea harengus,Clupeidae,3810000,migratory,benthopelagic,45,NA,829839.7885,0.216471005,3.38,Actinopteri,0.222006046,0.222006046,9.919689167,0.042532542,0.75925,NA,0.065367719,46.27912602,160,0.065367719,160,-2,6,9,4: mid/veryhigh,4,24,Clupea,Clupeiformes,1,fusiform / normal,15,LC,Atlantic herring,planktonic,18,25,8,43052.24621212121,69306.08333333333,NA,17
Clupeonella cultriventris,Clupeidae,270000,migratory,pelagic-neritic,14.5,NA,126214.606,0.907898346,3,Actinopteri,8.13e-6,8.13e-6,5.020496609,6.45e-6,0.003297,NA,0.002580338,43.87484523,NA,0.002580338,43.87484523,-3,2,2,2: low/mid,2,1470,Clupeonella,Clupeiformes,NA,fusiform / normal,15,LC,Black and Caspian Sea sprat,planktonic,27.5,5,14,12665,20110,NA,22.6
Coelorinchus chilensis,Macrouridae,287500,habitat_deep,bathydemersal,48,NA,1276.456542,0.207374079,3.853333333,Actinopteri,0.003297,0.003297,0.419377278,6.45e-6,0.025016,NA,0.008301399,37.16045566,NA,0.008301399,37.16045566,-3,2,2,2: low/mid,2,8445,Coelorinchus,Gadiformes,NA,elongated,377,NA,Chilean grenadier,planktonic,12,10,9,NA,118134,4.417,4.5
Cololabis saira,Scomberesocidae,10187500,pelagic,pelagic-oceanic,40,NA,1327967.399,0.461247094,3.743859111,Actinopteri,0.218337659,0.218337659,69.37218463,0.015758747,0.635594387,NA,0.0586668,35.69808569,NA,0.0586668,35.69808569,-2,2,2,2: low/mid,2,303,Cololabis,Beloniformes,NA,elongated,5,NA,Pacific saury,planktonic,NA,4,6,NA,NA,NA,NA
Conger conger,Congridae,3262500,habitat_benthic,demersal,300,european conger,123532.8338,0.208342505,4.31,Actinopteri,0.003297,0.003297,91382,6.04e-4,0.75925,6.04e-4,0.283969417,50.827262,NA,6.04e-4,50.827262,-4,2,2,2: low/mid,2,301,Conger,Anguilliformes,NA,eel-like,198,LC,European conger,planktonic,NA,8,15,5500000,8000000,111.5,NA
Conger myriaster,Congridae,1475000,habitat_benthic,bathydemersal,100,NA,265480.4857,0.269522379,3.996015898,Actinopteri,0.025016,0.025016,4.17,0.004257833,0.04451615,NA,0.057308666,54.65276422,NA,0.057308666,54.65276422,-2,2,2,2: low/mid,2,302,Conger,Anguilliformes,NA,eel-like,198,LC,Whitespotted conger,planktonic,NA,8,22,NA,8000000,111.5,NA
Conger oceanicus,Congridae,1605000,territorial,demersal,230,NA,485.7036385,0.269522379,4.5,Actinopteri,0.048,0.048,69.37218463,0.0017922,2.447570224,NA,0.21955627,44.29930265,NA,0.21955627,44.29930265,-1,2,2,2: low/mid,2,300,Conger,Anguilliformes,NA,eel-like,198,LC,American conger,non-planktonic,NA,8,23,NA,8000000,111.5,NA
Conger orbignianus,Congridae,515000,habitat_benthic,demersal,112,NA,3468.19438,0.269522379,3.753198252,Actinopteri,0.025016,0.025016,7.78,0.003297,0.040637322,NA,0.052555209,52.69232653,NA,0.052555209,52.69232653,-2,2,2,2: low/mid,2,299,Conger,Anguilliformes,NA,eel-like,198,LC,Argentine conger,planktonic,NA,8,22,NA,8000000,111.5,NA
Conodon nobilis,Haemulidae,2602500,habitat_benthic,demersal,33.59999847,NA,8375.276066,0.654886592,3.61,Actinopteri,0.017712,0.017712,0.77,8.13e-6,0.32,NA,0.00855267,43.36681866,NA,0.00855267,43.36681866,-3,2,2,2: low/mid,2,401,Conodon,Eupercaria/misc,NA,fusiform / normal,133,LC,Barred grunt,in close association with substrate,NA,9.833333333333334,26,45384,105471,155.13333333333333,5
